"Date","Sales","Type"
2012-07-20,1344483.81,"Actual"
2012-07-27,1272395.02,"Actual"
2012-08-03,1399341.07,"Actual"
2012-08-10,1388973.65,"Actual"
2012-08-17,1421307.2,"Actual"
2012-08-24,1409515.73,"Actual"
2012-08-31,1372872.35,"Actual"
2012-09-07,1304584.4,"Actual"
2012-09-14,1267675.05,"Actual"
2012-09-21,1326132.98,"Actual"
2012-09-28,1227430.73,"Actual"
2012-10-05,1422794.26,"Actual"
2012-10-12,1311965.09,"Actual"
2012-10-19,1232073.18,"Actual"
2012-10-26,1200729.45,"Actual"
2010-02-05,1100046.37,"Actual"
2010-02-12,1117863.33,"Actual"
2010-02-19,1095421.65,"Actual"
2010-02-26,1048617.17,"Actual"
2010-03-05,1077018.27,"Actual"
2010-03-12,985594.23,"Actual"
2010-03-19,972088.34,"Actual"
2010-03-26,981615.81,"Actual"
2010-04-02,1011822.3,"Actual"
2010-04-09,1041238.87,"Actual"
2010-04-16,957997.52,"Actual"
2010-04-23,993833.44,"Actual"
2010-04-30,954220.22,"Actual"
2010-05-07,1043240.27,"Actual"
2010-05-14,966054.97,"Actual"
2010-05-21,958374.56,"Actual"
2010-05-28,955451.16,"Actual"
2010-06-04,1049357.36,"Actual"
2010-06-11,1016039.71,"Actual"
2010-06-18,956211.2,"Actual"
2010-06-25,958007.69,"Actual"
2010-07-02,951957.31,"Actual"
2010-07-09,943506.28,"Actual"
2010-07-16,916402.76,"Actual"
2010-07-23,912403.67,"Actual"
2010-07-30,913548.25,"Actual"
2010-08-06,967576.95,"Actual"
2010-08-13,928264.4,"Actual"
2010-08-20,948447.34,"Actual"
2010-08-27,1004516.46,"Actual"
2010-09-03,1075758.55,"Actual"
2010-09-10,903119.03,"Actual"
2010-09-17,852882.61,"Actual"
2010-09-24,851919.34,"Actual"
2010-10-01,850936.26,"Actual"
2010-10-08,918335.68,"Actual"
2010-10-15,862419.84,"Actual"
2010-10-22,857883.46,"Actual"
2010-10-29,955294.7,"Actual"
2010-11-05,929690.71,"Actual"
2010-11-12,942475.24,"Actual"
2010-11-19,894493.7,"Actual"
2010-11-26,1601377.41,"Actual"
2010-12-03,1069533.17,"Actual"
2010-12-10,1121934.15,"Actual"
2010-12-17,1295605.35,"Actual"
2010-12-24,1768249.89,"Actual"
2010-12-31,891736.91,"Actual"
2011-01-07,910110.24,"Actual"
2011-01-14,812011.8,"Actual"
2011-01-21,802105.5,"Actual"
2011-01-28,873119.06,"Actual"
2011-02-04,1046068.17,"Actual"
2011-02-11,1086421.57,"Actual"
2011-02-18,1128485.1,"Actual"
2011-02-25,1046203.72,"Actual"
2011-03-04,1085248.21,"Actual"
2011-03-11,997672.62,"Actual"
2011-03-18,1009502.01,"Actual"
2011-03-25,954107.32,"Actual"
2011-04-01,1005463.49,"Actual"
2011-04-08,998362.05,"Actual"
2011-04-15,990951.77,"Actual"
2011-04-22,1016019.47,"Actual"
2011-04-29,994966.1,"Actual"
2011-05-06,1021154.48,"Actual"
2011-05-13,977033.5,"Actual"
2011-05-20,924134.99,"Actual"
2011-05-27,964332.51,"Actual"
2011-06-03,970328.68,"Actual"
2011-06-10,996937.95,"Actual"
2011-06-17,986504.93,"Actual"
2011-06-24,997282.75,"Actual"
2011-07-01,961993.34,"Actual"
2011-07-08,943717.38,"Actual"
2011-07-15,936001.98,"Actual"
2011-07-22,922231.92,"Actual"
2011-07-29,890547.07,"Actual"
2011-08-05,988712.52,"Actual"
2011-08-12,955913.68,"Actual"
2011-08-19,966817.24,"Actual"
2011-08-26,1017593.47,"Actual"
2011-09-02,1052051.45,"Actual"
2011-09-09,922850.57,"Actual"
2011-09-16,889290.23,"Actual"
2011-09-23,871692.74,"Actual"
2011-09-30,866401.45,"Actual"
2011-10-07,951244.66,"Actual"
2011-10-14,927600.01,"Actual"
2011-10-21,938604.58,"Actual"
2011-10-28,990926.38,"Actual"
2011-11-04,1051944.79,"Actual"
2011-11-11,1095091.53,"Actual"
2011-11-18,970641.34,"Actual"
2011-11-25,1591920.42,"Actual"
2011-12-02,1071383.1,"Actual"
2011-12-09,1189646.45,"Actual"
2011-12-16,1293404.18,"Actual"
2011-12-23,1617612.03,"Actual"
2011-12-30,1111638.07,"Actual"
2012-01-06,945823.65,"Actual"
2012-01-13,865467.86,"Actual"
2012-01-20,855922.64,"Actual"
2012-01-27,888203.69,"Actual"
2012-02-03,1058767.95,"Actual"
2012-02-10,1199330.85,"Actual"
2012-02-17,1240048.85,"Actual"
2012-02-24,1112034.72,"Actual"
2012-03-02,1147636.96,"Actual"
2012-03-09,1113208.57,"Actual"
2012-03-16,1088498.52,"Actual"
2012-03-23,1045419.87,"Actual"
2012-03-30,1025382.22,"Actual"
2012-04-06,1128765.71,"Actual"
2012-04-13,1083811.19,"Actual"
2012-04-20,1006486.96,"Actual"
2012-04-27,1004252.38,"Actual"
2012-05-04,1073433.69,"Actual"
2012-05-11,1041995.22,"Actual"
2012-05-18,1020486.05,"Actual"
2012-05-25,991514.21,"Actual"
2012-06-01,981345.2,"Actual"
2012-06-08,1086231.47,"Actual"
2012-06-15,1019555.51,"Actual"
2012-06-22,981386.25,"Actual"
2012-06-29,943124.74,"Actual"
2012-07-06,1014898.78,"Actual"
2012-07-13,960312.75,"Actual"
2012-07-20,941550.34,"Actual"
2012-07-27,916967.92,"Actual"
2012-08-03,958667.23,"Actual"
2012-08-10,984689.9,"Actual"
2012-08-17,1005003.12,"Actual"
2012-08-24,1048101.39,"Actual"
2012-08-31,1061943.49,"Actual"
2012-09-07,955146.04,"Actual"
2012-09-14,885892.37,"Actual"
2012-09-21,922735.37,"Actual"
2012-09-28,880415.67,"Actual"
2012-10-05,979825.92,"Actual"
2012-10-12,934917.47,"Actual"
2012-10-19,960945.43,"Actual"
2012-10-26,974697.6,"Actual"
2010-02-05,1967220.53,"Actual"
2010-02-12,2030933.46,"Actual"
2010-02-19,1970274.64,"Actual"
2010-02-26,1817850.32,"Actual"
2010-03-05,1939980.43,"Actual"
2010-03-12,1840686.94,"Actual"
2010-03-19,1879794.89,"Actual"
2010-03-26,1882095.98,"Actual"
2010-04-02,2142482.14,"Actual"
2010-04-09,1898321.33,"Actual"
2010-04-16,1819660.44,"Actual"
2010-04-23,1909330.77,"Actual"
2010-04-30,1785823.37,"Actual"
2010-05-07,2005478.46,"Actual"
2010-05-14,1890273.44,"Actual"
2010-05-21,1853657.6,"Actual"
2010-05-28,1877358.86,"Actual"
2010-06-04,2022705.22,"Actual"
2010-06-11,2037880.96,"Actual"
2010-06-18,2003435.31,"Actual"
2010-06-25,1970340.25,"Actual"
2010-07-02,2018314.71,"Actual"
2010-07-09,1870843.9,"Actual"
2010-07-16,1932231.05,"Actual"
2010-07-23,1907351.2,"Actual"
2010-07-30,1817887.23,"Actual"
2010-08-06,1969121.45,"Actual"
2010-08-13,1877592.55,"Actual"
2010-08-20,1997397.63,"Actual"
2010-08-27,1908278.27,"Actual"
2010-09-03,1911852.58,"Actual"
2010-09-10,1772143.94,"Actual"
2010-09-17,1790279.74,"Actual"
2010-09-24,1705655.09,"Actual"
2010-10-01,1765584.48,"Actual"
2010-10-08,1871924.07,"Actual"
2010-10-15,1851431.06,"Actual"
2010-10-22,1796949.59,"Actual"
2010-10-29,1887895.07,"Actual"
2010-11-05,1854967.66,"Actual"
2010-11-12,1939964.63,"Actual"
2010-11-19,1925393.91,"Actual"
2010-12-03,2083379.89,"Actual"
2010-12-10,2461468.35,"Actual"
2010-12-31,1675292,"Actual"
2011-01-07,1744544.39,"Actual"
2011-01-14,1682316.31,"Actual"
2011-01-21,1770177.37,"Actual"
2011-01-28,1633663.12,"Actual"
2011-02-04,1848186.58,"Actual"
2011-02-11,1944438.9,"Actual"
2011-02-18,2003480.59,"Actual"
2011-02-25,1831933.95,"Actual"
2011-03-04,1894960.68,"Actual"
2011-03-11,1852432.58,"Actual"
2011-03-18,1852443.78,"Actual"
2011-03-25,1807545.43,"Actual"
2011-04-01,1864238.64,"Actual"
2011-04-08,1887465.04,"Actual"
2011-04-15,1950994.04,"Actual"
2011-04-22,2124316.34,"Actual"
2011-04-29,1895583.12,"Actual"
2011-05-06,1986380.4,"Actual"
2011-05-13,1958823.56,"Actual"
2011-05-20,1860923.55,"Actual"
2011-05-27,1866369.93,"Actual"
2011-06-03,1935593.87,"Actual"
2011-06-10,1997816.98,"Actual"
2011-06-17,2086433.49,"Actual"
2011-06-24,2009163.08,"Actual"
2011-07-01,2048035.74,"Actual"
2011-07-08,2021699.38,"Actual"
2011-07-15,1956813.31,"Actual"
2011-07-22,1987089.36,"Actual"
2011-07-29,1880785.69,"Actual"
2011-08-05,2076231.8,"Actual"
2011-08-12,1970341.38,"Actual"
2011-08-19,2090340.98,"Actual"
2011-08-26,2035244.54,"Actual"
2011-09-02,1953628.82,"Actual"
2011-09-09,1872921.31,"Actual"
2011-09-16,1923223.82,"Actual"
2011-09-23,1847430.96,"Actual"
2011-09-30,1835662.69,"Actual"
2011-10-07,2067232.56,"Actual"
2011-10-14,1929659.07,"Actual"
2011-10-21,1973544.27,"Actual"
2011-10-28,1948733.81,"Actual"
2011-11-04,2036317.54,"Actual"
2011-11-11,2111592.09,"Actual"
2011-11-18,2016323.51,"Actual"
2011-12-02,2051315.66,"Actual"
2011-12-09,2462779.06,"Actual"
2011-12-30,1969056.91,"Actual"
2012-01-06,1865752.78,"Actual"
2012-01-13,1794962.64,"Actual"
2012-01-20,1811606.21,"Actual"
2012-01-27,1733983.09,"Actual"
2012-02-03,1927780.74,"Actual"
2012-02-10,2069284.57,"Actual"
2012-02-17,2214477.06,"Actual"
2012-02-24,1929768.03,"Actual"
2012-03-02,1969742.76,"Actual"
2012-03-09,1986445.65,"Actual"
2012-03-16,2025582.62,"Actual"
2012-03-23,1904421.74,"Actual"
2012-03-30,1948982.7,"Actual"
2012-04-06,2271614.76,"Actual"
2012-04-13,2057637.86,"Actual"
2012-04-20,1955689.12,"Actual"
2012-04-27,1970121.65,"Actual"
2012-05-04,1995994.51,"Actual"
2012-05-11,2080764.17,"Actual"
2012-05-18,2131900.55,"Actual"
2012-05-25,2043349.41,"Actual"
2012-06-01,2035431.39,"Actual"
2012-06-08,2182437.9,"Actual"
2012-06-15,2152229.11,"Actual"
2012-06-22,2094373,"Actual"
2012-06-29,2037663.71,"Actual"
2012-07-06,2184980.35,"Actual"
2012-07-13,2002750.99,"Actual"
2012-07-20,2053089.32,"Actual"
2012-07-27,1914430.53,"Actual"
2012-08-03,2044148.23,"Actual"
2012-08-10,2041019.92,"Actual"
2012-08-17,2095769.18,"Actual"
2012-08-24,2059458.25,"Actual"
2012-08-31,2073855.42,"Actual"
2012-09-07,2165796.31,"Actual"
2012-09-14,1919917.03,"Actual"
2012-09-21,1938379.66,"Actual"
2012-09-28,1927664.11,"Actual"
2012-10-05,2041918.74,"Actual"
2012-10-12,1999079.44,"Actual"
2012-10-19,2018010.15,"Actual"
2012-10-26,2035189.66,"Actual"
2010-02-05,2623469.95,"Actual"
2010-02-12,1704218.84,"Actual"
2010-02-19,2204556.7,"Actual"
2010-02-26,2095591.63,"Actual"
2010-03-05,2237544.75,"Actual"
2010-03-12,2156035.06,"Actual"
2010-03-19,2066219.3,"Actual"
2010-03-26,2050396.27,"Actual"
2010-04-02,2495630.51,"Actual"
2010-04-09,2258781.28,"Actual"
2010-04-16,2121788.61,"Actual"
2010-04-23,2138144.91,"Actual"
2010-04-30,2082355.12,"Actual"
2010-05-07,2370116.52,"Actual"
2010-05-14,2129771.13,"Actual"
2010-05-21,2108187.1,"Actual"
2010-05-28,2227152.16,"Actual"
2010-06-04,2363601.47,"Actual"
2010-06-11,2249570.04,"Actual"
2010-06-18,2248645.59,"Actual"
2010-06-25,2246179.91,"Actual"
2010-07-02,2334788.42,"Actual"
2010-07-09,2236209.13,"Actual"
2010-07-16,2130287.27,"Actual"
2010-07-23,2044155.39,"Actual"
2010-07-30,2054843.28,"Actual"
2010-08-06,2219813.5,"Actual"
2010-08-13,2052984.81,"Actual"
2010-08-20,2057138.31,"Actual"
2010-08-27,2020332.07,"Actual"
2010-09-03,2182563.66,"Actual"
2010-09-10,2191767.76,"Actual"
2010-09-17,1953539.85,"Actual"
2010-09-24,1879891.13,"Actual"
2010-10-01,1855703.66,"Actual"
2010-10-08,2091663.2,"Actual"
2010-10-15,1932162.63,"Actual"
2010-10-22,1936621.09,"Actual"
2010-10-29,1984768.34,"Actual"
2010-11-05,2078417.47,"Actual"
2010-11-12,2092189.06,"Actual"
2010-11-19,1968462.58,"Actual"
2010-12-03,2258489.63,"Actual"
2010-12-10,2600519.26,"Actual"
2010-12-31,1623716.46,"Actual"
2011-01-07,1864746.1,"Actual"
2011-01-14,1699095.9,"Actual"
2011-01-21,1743188.87,"Actual"
2011-01-28,1613718.38,"Actual"
2011-02-04,1995891.87,"Actual"
2011-02-11,1980405.03,"Actual"
2011-02-18,2019031.67,"Actual"
2011-02-25,1875708.88,"Actual"
2011-03-04,2041215.61,"Actual"
2011-03-11,1931104.67,"Actual"
2011-03-18,1932491.42,"Actual"
2011-03-25,1879451.23,"Actual"
2011-04-01,1869110.55,"Actual"
2011-04-08,2037798.88,"Actual"
2011-04-15,1974960.86,"Actual"
2011-04-22,2256461.39,"Actual"
2011-04-29,1930617.64,"Actual"
2011-05-06,2095599.93,"Actual"
2011-05-13,2004330.3,"Actual"
2011-05-20,1959967.8,"Actual"
2011-05-27,2080694.24,"Actual"
2011-06-03,2079899.47,"Actual"
2011-06-10,2132446,"Actual"
2011-06-17,2082083.34,"Actual"
2011-06-24,2069523.52,"Actual"
2011-07-01,2074668.19,"Actual"
2011-07-08,2063401.06,"Actual"
2011-07-15,1953544.76,"Actual"
2011-07-22,1882070.88,"Actual"
2011-07-29,1871021.01,"Actual"
2011-08-05,2066020.69,"Actual"
2011-08-12,1928773.82,"Actual"
2011-08-19,1896873.99,"Actual"
2011-08-26,2273470.62,"Actual"
2011-09-02,1750891.47,"Actual"
2011-09-09,2202742.9,"Actual"
2011-09-16,1864637.89,"Actual"
2011-09-23,1871555.64,"Actual"
2011-09-30,1809989.29,"Actual"
2011-10-07,2078796.76,"Actual"
2011-10-14,1890870.75,"Actual"
2011-10-21,2009004.59,"Actual"
2011-10-28,2056846.12,"Actual"
2011-11-04,2174056.71,"Actual"
2011-11-11,2081534.65,"Actual"
2011-11-18,1969360.72,"Actual"
2011-11-25,2685351.81,"Actual"
2011-12-02,2143080.57,"Actual"
2011-12-09,2470581.29,"Actual"
2011-12-16,2594363.09,"Actual"
2011-12-30,1914148.89,"Actual"
2012-01-06,1859144.96,"Actual"
2012-01-13,1696248.27,"Actual"
2012-01-20,1789113.32,"Actual"
2012-01-27,1595362.27,"Actual"
2012-02-03,1877410.36,"Actual"
2012-02-10,2077256.24,"Actual"
2012-02-17,2020550.99,"Actual"
2012-02-24,1875040.16,"Actual"
2012-03-02,1926004.99,"Actual"
2012-03-09,2020839.31,"Actual"
2012-03-16,1941040.5,"Actual"
2012-03-23,1893447.71,"Actual"
2012-03-30,1905033.01,"Actual"
2012-04-06,2376022.26,"Actual"
2012-04-13,1912909.69,"Actual"
2012-04-20,1875686.44,"Actual"
2012-04-27,1784029.95,"Actual"
2012-05-04,1949354.29,"Actual"
2012-05-11,1987531.05,"Actual"
2012-05-18,1932233.17,"Actual"
2012-05-25,2030869.61,"Actual"
2012-06-01,2049485.49,"Actual"
2012-06-08,2099615.88,"Actual"
2012-06-15,1905733.68,"Actual"
2012-06-22,1660228.88,"Actual"
2012-06-29,1591835.02,"Actual"
2012-07-06,1862128.95,"Actual"
2012-07-13,1544422.35,"Actual"
2012-07-20,1553250.16,"Actual"
2012-07-27,1479514.66,"Actual"
2012-08-03,1656886.46,"Actual"
2012-08-10,1648570.03,"Actual"
2012-08-17,1660433.3,"Actual"
2012-08-24,1621841.33,"Actual"
2012-08-31,1613342.19,"Actual"
2012-09-07,1904512.34,"Actual"
2012-09-14,1554794.22,"Actual"
2012-09-21,1565352.46,"Actual"
2012-09-28,1522512.2,"Actual"
2012-10-05,1687592.16,"Actual"
2012-10-12,1639585.61,"Actual"
2012-10-19,1590274.72,"Actual"
2012-10-26,1704357.62,"Actual"
2010-02-05,652122.44,"Actual"
2010-02-12,682447.1,"Actual"
2010-02-19,660838.75,"Actual"
2010-02-26,564883.2,"Actual"
2010-03-05,605325.43,"Actual"
2010-03-12,604173.59,"Actual"
2010-03-19,593710.67,"Actual"
2010-03-26,592111.49,"Actual"
2010-04-02,718470.71,"Actual"
2010-04-09,634605.77,"Actual"
2010-04-16,641208.65,"Actual"
2010-04-23,643097.6,"Actual"
2010-04-30,570791.11,"Actual"
2010-05-07,661348.88,"Actual"
2010-05-14,594385.2,"Actual"
2010-05-21,616598.1,"Actual"
2010-05-28,744772.88,"Actual"
2010-06-04,693192.5,"Actual"
2010-06-11,619337.29,"Actual"
2010-06-18,652329.53,"Actual"
2010-06-25,672194.03,"Actual"
2010-07-02,709337.11,"Actual"
2010-07-09,691497.62,"Actual"
2010-07-16,633203.69,"Actual"
2010-07-23,598553.43,"Actual"
2010-07-30,619224.06,"Actual"
2010-08-06,639651.24,"Actual"
2010-08-13,622437.08,"Actual"
2010-08-20,637090.44,"Actual"
2010-08-27,649791.15,"Actual"
2010-09-03,638647.21,"Actual"
2010-09-10,641965.2,"Actual"
2010-09-17,583210.87,"Actual"
2010-09-24,548542.47,"Actual"
2010-10-01,566945.95,"Actual"
2010-10-08,591603.79,"Actual"
2010-10-15,577011.26,"Actual"
2010-10-22,600395.73,"Actual"
2010-10-29,598301.5,"Actual"
2010-11-05,612987.64,"Actual"
2010-11-12,619639.74,"Actual"
2010-11-19,608200.81,"Actual"
2010-11-26,1120018.92,"Actual"
2010-12-03,754134.95,"Actual"
2010-12-10,847294.04,"Actual"
2010-12-17,983825.15,"Actual"
2010-12-24,1368318.17,"Actual"
2010-12-31,543754.17,"Actual"
2011-01-07,509640.77,"Actual"
2011-01-14,479424.2,"Actual"
2011-01-21,487311.03,"Actual"
2011-01-28,481119.6,"Actual"
2011-02-04,556550.85,"Actual"
2011-02-11,582864.35,"Actual"
2011-02-18,649993.5,"Actual"
2011-02-25,547564.09,"Actual"
2011-03-04,573374.49,"Actual"
2011-03-11,537035.28,"Actual"
2011-03-18,551553.99,"Actual"
2011-03-25,527389.28,"Actual"
2011-04-01,542556.05,"Actual"
2011-04-08,587370.81,"Actual"
2011-04-15,607691.36,"Actual"
2011-04-22,655318.26,"Actual"
2011-04-29,560764.41,"Actual"
2011-05-06,630522.67,"Actual"
2011-05-13,630482.91,"Actual"
2011-05-20,593941.9,"Actual"
2011-05-27,636193.24,"Actual"
2011-06-03,695396.19,"Actual"
2011-06-10,642679.81,"Actual"
2011-06-17,639928.85,"Actual"
2011-06-24,656594.95,"Actual"
2011-07-01,674669.16,"Actual"
2011-07-08,635118.48,"Actual"
2011-07-15,624114.56,"Actual"
2011-07-22,607475.44,"Actual"
2011-07-29,577511.02,"Actual"
2011-08-05,607961.21,"Actual"
2011-08-12,590836.37,"Actual"
2011-08-19,599488.98,"Actual"
2011-08-26,605413.17,"Actual"
2011-09-02,649159.68,"Actual"
2011-09-09,607593.51,"Actual"
2011-09-16,545052.34,"Actual"
2011-09-23,545570.86,"Actual"
2011-09-30,521297.31,"Actual"
2011-10-07,579068.88,"Actual"
2011-10-14,537300.94,"Actual"
2011-10-21,603318.89,"Actual"
2011-10-28,589842.69,"Actual"
2011-11-04,615121.78,"Actual"
2011-11-11,618949.82,"Actual"
2011-11-18,597856.51,"Actual"
2011-11-25,1066478.1,"Actual"
2011-12-02,699028.66,"Actual"
2011-12-09,764565.55,"Actual"
2011-12-16,870415.49,"Actual"
2011-12-23,1182691.87,"Actual"
2011-12-30,603460.79,"Actual"
2012-01-06,516087.65,"Actual"
2012-01-13,454183.42,"Actual"
2012-01-20,492721.85,"Actual"
2012-01-27,466045.63,"Actual"
2012-02-03,523831.64,"Actual"
2012-02-10,628218.22,"Actual"
2012-02-17,598502.83,"Actual"
2012-02-24,561137.06,"Actual"
2012-03-02,541292.64,"Actual"
2012-03-09,545120.67,"Actual"
2012-03-16,570611.23,"Actual"
2012-03-23,565481.88,"Actual"
2012-03-30,557547.25,"Actual"
2012-04-06,659950.36,"Actual"
2012-04-13,558585.13,"Actual"
2012-04-20,534780.57,"Actual"
2012-04-27,527402.62,"Actual"
2012-05-04,577868.38,"Actual"
2012-05-11,579539.95,"Actual"
2012-05-18,600050.98,"Actual"
2012-05-25,693780.42,"Actual"
2012-06-01,663971.26,"Actual"
2012-06-08,611390.67,"Actual"
2012-06-15,636737.65,"Actual"
2012-06-22,687085.6,"Actual"
2012-06-29,624099.48,"Actual"
2012-07-06,678024.75,"Actual"
2012-07-13,591335.5,"Actual"
2012-07-20,592369.22,"Actual"
2012-07-27,571190.83,"Actual"
2012-08-03,590739.62,"Actual"
2012-08-10,590453.63,"Actual"
2012-08-17,579738.2,"Actual"
2012-08-24,606210.77,"Actual"
2012-08-31,610185.32,"Actual"
2012-09-07,587259.82,"Actual"
2012-09-14,527509.76,"Actual"
2012-09-21,533161.64,"Actual"
2012-09-28,553901.97,"Actual"
2012-10-05,573498.64,"Actual"
2012-10-12,551799.63,"Actual"
2012-10-19,555652.77,"Actual"
2012-10-26,558473.6,"Actual"
2010-02-05,477409.3,"Actual"
2010-02-12,472044.28,"Actual"
2010-02-19,469868.7,"Actual"
2010-02-26,443242.17,"Actual"
2010-03-05,444181.85,"Actual"
2010-03-12,445393.74,"Actual"
2010-03-19,504307.35,"Actual"
2010-03-26,483177.2,"Actual"
2010-04-02,490503.69,"Actual"
2010-04-09,424083.99,"Actual"
2010-04-16,436312.41,"Actual"
2010-04-23,370230.94,"Actual"
2010-04-30,383550.93,"Actual"
2010-05-07,403217.22,"Actual"
2010-05-14,401770.9,"Actual"
2010-05-21,435300.51,"Actual"
2010-05-28,479430,"Actual"
2010-06-04,516295.81,"Actual"
2010-06-11,535587.31,"Actual"
2010-06-18,540149.85,"Actual"
2010-06-25,546554.96,"Actual"
2010-07-02,610641.42,"Actual"
2010-07-09,614253.33,"Actual"
2010-07-16,586583.69,"Actual"
2010-07-23,588344.18,"Actual"
2010-07-30,562633.67,"Actual"
2010-08-06,586936.45,"Actual"
2010-08-13,543757.97,"Actual"
2010-08-20,521516.96,"Actual"
2010-08-27,581010.52,"Actual"
2010-09-03,542087.89,"Actual"
2010-09-10,537518.57,"Actual"
2010-09-17,522049.52,"Actual"
2010-09-24,511330.32,"Actual"
2010-10-01,463977.54,"Actual"
2010-10-08,442894.2,"Actual"
2010-10-15,452169.28,"Actual"
2010-10-22,541216.92,"Actual"
2010-10-29,495022.51,"Actual"
2010-11-05,446905.02,"Actual"
2010-11-12,453632.76,"Actual"
2010-11-19,458634.68,"Actual"
2010-11-26,651837.77,"Actual"
2010-12-03,512260.59,"Actual"
2010-12-10,570103.64,"Actual"
2010-12-17,648652.01,"Actual"
2010-12-24,1004730.69,"Actual"
2010-12-31,575317.38,"Actual"
2011-01-07,573545.96,"Actual"
2011-01-14,470365.59,"Actual"
2011-01-21,462888.13,"Actual"
2011-01-28,448391.99,"Actual"
2011-02-04,479263.15,"Actual"
2011-02-11,466806.89,"Actual"
2011-02-18,491179.79,"Actual"
2011-02-25,475201.64,"Actual"
2011-03-04,484829.07,"Actual"
2011-03-11,457504.35,"Actual"
2011-03-18,497373.49,"Actual"
2011-03-25,465279.68,"Actual"
2011-04-01,459756.11,"Actual"
2011-04-08,439276.5,"Actual"
2011-04-15,427855.24,"Actual"
2011-04-22,368600,"Actual"
2011-04-29,378100.31,"Actual"
2011-05-06,423805.22,"Actual"
2011-05-13,410406.95,"Actual"
2011-05-20,435397.19,"Actual"
2011-05-27,444718.68,"Actual"
2011-06-03,531080.31,"Actual"
2011-06-10,600952.06,"Actual"
2011-06-17,581546.23,"Actual"
2011-06-24,569105.03,"Actual"
2011-07-01,608737.56,"Actual"
2011-07-08,634634.66,"Actual"
2011-07-15,586841.77,"Actual"
2011-07-22,581758.22,"Actual"
2011-07-29,582381.95,"Actual"
2011-08-05,592981.33,"Actual"
2011-08-12,563884.47,"Actual"
2011-08-19,554630.42,"Actual"
2011-08-26,557312.01,"Actual"
2011-09-02,580805.33,"Actual"
2011-09-09,574622.56,"Actual"
2011-09-16,539081.09,"Actual"
2011-09-23,504856.97,"Actual"
2011-09-30,450075.31,"Actual"
2011-10-07,482926.93,"Actual"
2011-10-14,498241.06,"Actual"
2011-10-21,560104.16,"Actual"
2011-10-28,505918.21,"Actual"
2011-11-04,511059.95,"Actual"
2011-11-11,513181.31,"Actual"
2011-11-18,480353.64,"Actual"
2011-11-25,712422.4,"Actual"
2011-12-02,530492.84,"Actual"
2011-12-09,574798.86,"Actual"
2011-12-16,679481.9,"Actual"
2011-12-23,950691.96,"Actual"
2011-12-30,665861.06,"Actual"
2012-01-06,564538.07,"Actual"
2012-01-13,508520.09,"Actual"
2012-01-20,474389.75,"Actual"
2012-01-27,453979.19,"Actual"
2012-02-03,475905.1,"Actual"
2012-02-10,473766.97,"Actual"
2012-02-17,494069.49,"Actual"
2012-02-24,495720.3,"Actual"
2012-03-02,464189.09,"Actual"
2012-03-09,495951.66,"Actual"
2012-03-16,520850.71,"Actual"
2012-03-23,493503.89,"Actual"
2012-03-30,485095.41,"Actual"
2012-04-06,502662.07,"Actual"
2012-04-13,450756.71,"Actual"
2012-04-20,436221.26,"Actual"
2012-04-27,398445.15,"Actual"
2012-05-04,426959.62,"Actual"
2012-05-11,479855,"Actual"
2012-05-18,493506.47,"Actual"
2012-05-25,518045.09,"Actual"
2012-06-01,532311.93,"Actual"
2012-06-08,603618.89,"Actual"
2012-06-15,570045.79,"Actual"
2012-06-22,581745.72,"Actual"
2012-06-29,570162.28,"Actual"
2012-07-06,641763.53,"Actual"
2012-07-13,569005.06,"Actual"
2012-07-20,565297.54,"Actual"
2012-07-27,539337.87,"Actual"
2012-08-03,584000.71,"Actual"
2012-08-10,554036.84,"Actual"
2012-08-17,521896.6,"Actual"
2012-08-24,551152.15,"Actual"
2012-08-31,551837.31,"Actual"
2012-09-07,537138.58,"Actual"
2012-09-14,526525.16,"Actual"
2012-09-21,509942.56,"Actual"
2012-09-28,469607.73,"Actual"
2012-10-05,471281.68,"Actual"
2012-10-12,491817.19,"Actual"
2012-10-19,577198.97,"Actual"
2012-10-26,475770.14,"Actual"
2010-02-05,789036.02,"Actual"
2010-02-12,841951.91,"Actual"
2010-02-19,800714,"Actual"
2010-02-26,749549.55,"Actual"
2010-03-05,783300.05,"Actual"
2010-03-12,763961.82,"Actual"
2010-03-19,752034.52,"Actual"
2010-03-26,793097.64,"Actual"
2010-04-02,848521.17,"Actual"
2010-04-09,770228.02,"Actual"
2010-04-16,757738.76,"Actual"
2010-04-23,977790.83,"Actual"
2010-04-30,807798.73,"Actual"
2010-05-07,843848.65,"Actual"
2010-05-14,813756.09,"Actual"
2010-05-21,826626.5,"Actual"
2010-05-28,872817.62,"Actual"
2010-06-04,876902.87,"Actual"
2010-06-11,845252.21,"Actual"
2010-06-18,877996.27,"Actual"
2010-06-25,893995.44,"Actual"
2010-07-02,958875.37,"Actual"
2010-07-09,836915.92,"Actual"
2010-07-16,876591.41,"Actual"
2010-07-23,893504.87,"Actual"
2010-07-30,833517.19,"Actual"
2010-08-06,795301.17,"Actual"
2010-08-13,759995.18,"Actual"
2010-08-20,783929.7,"Actual"
2010-08-27,802583.89,"Actual"
2010-09-03,834373.73,"Actual"
2010-09-10,1200888.28,"Actual"
2010-09-17,871264.25,"Actual"
2010-09-24,852876.29,"Actual"
2010-10-01,829207.27,"Actual"
2010-10-08,827738.06,"Actual"
2010-10-15,838297.32,"Actual"
2010-10-22,815093.76,"Actual"
